Judul,Gambar,Bahan,Langkah
578. Nasi Goreng Kencur Kemangi,https://img-global.cpcdn.com/recipes/983d671532d91315/240x340cq50/578-nasi-goreng-kencur-kemangi-foto-resep-utama.webp,1 Piring Nasi Putih; 2 Ikat Daun Kemangi (Daunnya saja); 2 sdm Teri Medan (Goreng); Secukupnya Minyak Goreng; BUMBU PERASA :; 1 sdm Kecap Manis; 2 sdm Saus Tomat; 1 sdt Kaldu Jamur; 1/2 sdt Kaldu Sapi Bubuk; 1/2 sdt Lada Bubuk; BUMBU HALUS :; 3 Siung Bawang Merah; 2 Siung Bawang Putih; 3 Biji Cabe Setan; 2 cm Kencur; 1/2 sdt Garam,"1 Siapkan bahan yang diperlukan. Lalu Goreng ikan teri medan sampai berwarna agak kecoklatan. Angkat dan tiriskan. [Gambar: https://img-global.cpcdn.com/steps/fec36ba39778bdf4/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/35156723fda4b948/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/77a4b6c7d46c2fdd/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-1-foto.jpg] | 2 Campurkan semua bumbu halus. Lalu ulek kasar, sisihkan. [Gambar: https://img-global.cpcdn.com/steps/549c0277ec9c503b/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/93ba2bd305d12c52/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-2-foto.jpg] | 3 Panaskan minyak goreng. Lalu tumis bumbu halus sampai tidak bau langu. Kemudian masukan nasi dan bumbu perasa. Aduk rata. [Gambar: https://img-global.cpcdn.com/steps/0399395692c6264a/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/f1cdee4b1f0a80f0/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/6b93066754f6f317/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-3-foto.jpg] | 4 Tes rasa dan matikan api. Kemudian masukan daun kemangi, aduk sebentar. Matang dan siap disajikan. [Gambar: https://img-global.cpcdn.com/steps/d2c8e51953064a9d/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-4-foto.jpg, https://img-global.cpcdn.com/steps/878976b047f593d1/160x128cq70/578-nasi-goreng-kencur-kemangi-langkah-memasak-4-foto.jpg]"
Clean Eating - Healthier Sushi,https://img-global.cpcdn.com/recipes/76cee2e0c09ad443/240x340cq50/clean-eating-healthier-sushi-foto-resep-utama.webp,"1 cup beras merah, masak hingga matang dan punel. Sisihkan; Beberapa lembar nori; 1 sdt mirin (bisa diskip); 1/4 sdt dashi (bisa diskip); Saus sambal (bisa diskip); Coconut Aminos untuk cocolan (bisa diganti dengan kecap asin); Bahan isi; 1/2 bh alpukat matang, iris memanjang; 1/2 timun, kupas, potong memanjang; 1 wortel, kupas, iris tipis memanjang- julienne cut (saya skip); 1 btr telur ayam; 1 kaleng tuna in water, tiriskan (saya skip)","1 Kocok telur di dalam mangkok. Tambahkan mirin dan dashi bila suka. Dadar di atas teflon dengan api kecil. Iris memanjang. Sisihkan. | 2 Letakkan nori di atas sushi-mat.Tekan - tekan nasi di atas lembaran nori (kira - kira 1/3 panjang nori). Pastikan nasi sudah benar - benar dalam suhu ruang. Olesi dengan sedikit saus sambal. | 3 Tata bahan isi di atas nasi (telur, tuna, wortel, alpukat dan timun) dengan rapi. | 4 Gulung nasi dengan hati - hati menggunakan sushi mat. Padatkan dan rekatkan nori dengan sedikit air. | 5 Potong sushi dengan menggunakan pisau yang tajam. Bila pisau kurang tajam, sushi cenderung hancur saat dipotong. | 6 Sajikan dengan coconut aminos. Coconut aminos rasanya agak berbeda dengan liquid aminos biasa. Ada rasa manisnya yang cocok sekali dengan gurihnya sushi."
Bolu kukus oatmeal microwave (eat Clean),https://img-global.cpcdn.com/recipes/992186a356ea3389/240x340cq50/bolu-kukus-oatmeal-microwave-eat-clean-foto-resep-utama.webp,4 sdm oatmeal instan; secukupnya Air hangat; 1 butir telur ayam kocok lepas; 1/2 sdt garam; 1/2 sdt lada bubuk; secukupnya Daun seledri  cincang halus; secukupnya Daun bawang  cincang halus; 2 slice smoke beef cincang,"1 Masukkan oatmeal dalam wadah tahan microwave | 2 Tambahkan lada, garam, daun bawang daun seledri dan air | 3 Aduk merata | 4 Masukkan telur kocok aduk hingga semua bahan tercampur | 5 Masak dalam microwave kurang lebig selama 5 menit | 6 Bolu kukus oatmeal siap dinikmati"
Eat Clean #1,https://img-global.cpcdn.com/recipes/66396aa4ce84feaf/240x340cq50/eat-clean-1-foto-resep-utama.webp,Segenggam jagung pipil; 3 lembar daun selada; 1/2 kentang; 1/2 tomat (buang bijinya); Brokoli; 1/2 sosis kanzler; Bahan Utama; Saos sambal; Saos mayo; Saos,1 Rebus semua bahan utama | 2 Campurkan saos
Grilled beef & egg (Eat Clean),https://img-global.cpcdn.com/recipes/0b9d419cfeaf2fe8/240x340cq50/grilled-beef-egg-eat-clean-foto-resep-utama.webp,1 telur ayam; 25 gr slice US Beef; Secukupnya timun; 1 buah tomat; 5 lembar selada; 1/3 siung bawang bombay; Honey mustard Sauce; 1 sdt Unsalted Butter; 1 lembar tortilla,"1 Tumis bawang bombay dengan UB lalu masukkan telur. Buat telur seperti orak arik. Masukkan daging, masak hingga matang. | 2 Tata semua bahan ke tortilla, lalu panggang tortilla. Lalu tambahkan saus honey mustard sesuai dengan selera."
Banana greek yoghurt on bread (buat diet eat clean),https://img-global.cpcdn.com/recipes/fbe260227a29b919/240x340cq50/banana-greek-yoghurt-on-bread-buat-diet-eat-clean-foto-resep-utama.webp,"bahan roti gandum untuk 1loyang; 330 g tepung gandum utuh(aq setengahnya pakai tepung pro tinggi); 2 sdt ragi; 1 butir telur(harusnya gak pakai); 6 sdm madu; 220 ml air hangat(bisa ditambah kurangi tergantung tepungnya); 6 sdm minyak zaitun; 50 ml susu; 1/2 sdt gram garam halus; dinner menu; 40 gram roti gandum; 1 sdm almond butter (tanpa gula,aq skip karna belom buat); 1 buah pisang; 75 gram greek yogurt,plain low fat; secukupnya cinnamon powder(opsional)","1 Carbut roti : campur tepung+ragi campur rata | 2 Ditempat lain campur air hangat,susu,madu,minyak zaitun, garam aduk rata | 3 Lalu bikin lubang dalam mangkok beriisi tepung dan ragi,masukkan bahan cairan kedalam lubang,biarkan msresap | 4 Mixer adonan sampai adonan halus dan tidak putus saat ditarik,(permukaan tidak bisa bisa lembit karna penggunaan tepung gandum yang kasar) | 5 Bentuk bola lqlu Diamkan sampai adonan mengembang 2x | 6 Sisi lain siapkan loyang loaf,semir dengan margarin sisinya | 7 Kempiskan adonan,lalu uleni lagi ±15menit lalu lebarkan adonan dengam tangan lalu tekan dan bentuk sperti gulungan kain,usahakan semua sisi sama,letakkan dalam loyang loaf,diamkan kurang lebih 15-30menit sampai adonan mengembang | 8 Oven dalam panas 200 selama ±20menit | 9 Angkat roti dan iris sesuai selera | 10 Cara buat banana greek yogurt on bread | 11 Oles roti dengan almond butter,lalu oles dengan greek yogurt,tata pisang diatasnya,terakhir tabur cinnamon powder diatasnya | 12 Siap dihidangkan [Gambar: https://img-global.cpcdn.com/steps/a8afa1fa7dda7a7a/160x128cq70/banana-greek-yoghurt-on-bread-buat-diet-eat-clean-langkah-memasak-12-foto.jpg]"
Gurame Fillet Crispy Oatmeal Saus Barbeque (Eat Clean),https://img-global.cpcdn.com/recipes/59199bc38a5ea1a7/240x340cq50/gurame-fillet-crispy-oatmeal-saus-barbeque-eat-clean-foto-resep-utama.webp,1 ekor gurame fillet ambil daging; Oatmeal instan (warna merah); 1 sdm ketumbar bubuk; 1 sdt garam; 1 sdt lada bubuk; Putih telur kocok lepas; secukupnya Minyak goreng; 1/2 potong bawang bombay iris tipis; 1 siung bawang putih cincang; 1 sdt garam; 1 sdt lada bubuk; 3 sdm saus cabe; 2 sdt kecap manis; secukupnya Bubuk oregano; 1 sdm tepung tapioka encerkan dengan air; 1/2 buah wortel iris kecil dadu; Kaldu ayam,"1 Marinasi fillet dengan garam, lada, ketumbar bubuk dan campur dengan putih telor | 2 Aduk merata marinasi diamkan selama 5 menit | 3 Tuang oatmeal dalam piring, lapisi fillet dengan oatmeal satu persatu sampai selesai | 4 Ambil panci anti lengket (agar bisa pakai sedikit minyak) goreng satu persatu fillet dengan minyak sedikit dengan kontrol besar api | 5 Ulangi semua sampai semua selesai digoreng | 6 Fillet ikan sudah selesai dan sisihkan selanjutnya membuat saus | 7 Tumis bawang putih dan bawang bombay hingga harum | 8 Masukkan kaldu ayam dan wortel | 9 Tambahkan garam, lada, kecap, oregano dan saus | 10 Masak sampai mendidih kemudian tambahkan tepung tapioka cair aduk sampai mengental | 11 Sajikan fillet crispy oatmeal dengan siraman saus barbeque | 12 Makanan siap dinikmati, selamat mencoba"
Clean Eating Aini'Cooking #16,https://img-global.cpcdn.com/recipes/8cb321fc7ca8f5cf/240x340cq50/clean-eating-ainicooking-16-foto-resep-utama.webp,1 Butir Telur; 2 cabai rawit iris tipis; 2 bawang merah cincang; 2 bawang putih cincang; secukupnya Garam; secukupnya Lada bubuk; Pelengkap; secukupnya Kol hijau rebus; 3 lembar kubis potong sesuai selera; Secukupnya Kewpie wijen shangrai (opsional),1 Siapkan semua bahan lalu masukkan dalam satu wadah kemudian kocok rata dengan telur. | 2 Goreng di teflon tanpa minyak. | 3 Angkat sajikan. Tambahkan denga kubis yang telah dipotong-potong dan kol hijau yang telah direbus. Diatasnya tuang kewpie wijen shangrai (opsional)
Tahu Bacem (Eat Clean Version),https://img-global.cpcdn.com/recipes/e0b1094c0ab59d16/240x340cq50/tahu-bacem-eat-clean-version-foto-resep-utama.webp,"2 1/2 blok besar tahu (atau 10 buah tahu kecil); 1 blok gula merah, iris-iris; 2 sdm kecap; 2 sdm bumbu putih (bisa diganti 4 buah bawang putih, 2 buah bawang merah, dan 1/2 sdt merica yang dihaluskan); 2 sdt garam; 1 sdt ketumbar bubuk; Secukupnya air; 5 sdm minyak goreng","1 Belah tahu menjadi 2 secara vertikal, lalu belah 2 kembali secara horizontal, kemudian belah di diagonalnya. 1 blok tahu bisa menjadi 8 buah segitiga. Jika menggunakan tahu kecil, skip ke step nomor 2. | 2 Tata tahu di dalam panci. Disarankan menggunakan panci berdiameter lebar supaya hemat air dan tidak lama memasaknya. | 3 Masukkan semua bahan kecuali air dan minyak goreng. Tambahkan air secukupnya hingga merendam tahu. Aduk rata secara perlahan. | 4 Masak di atas api besar hingga bumbu susut. Angkat tahu dari kuahnya. Sisihkan. | 5 Panaskan 5 sdm minyak goreng di wajan anti lengket. Goreng tahu hingga cokelat keemasan. Cukup 1x balik. | 6 Tiriskan, sajikan dengan nasi hangat dan sayur (me: sayur lodeh)."
Nasi Goreng Kampung,https://img-global.cpcdn.com/recipes/79a56b852638594d/240x340cq50/nasi-goreng-kampung-foto-resep-utama.webp,2 siung bawang merah; 2 siung bawang putih; 2 cabe merah; 2 cabe hijau; secukupnya Seledri dan daun bawang; secukupnya Garam; secukupnya Penyedap rasa; 1/2 sdt lada bubuk; secukupnya kecap ikan,"1 Iris semua bumbu dan siapkan nasi 1 piring [Gambar: https://img-global.cpcdn.com/steps/f845a640e4410388/160x128cq70/nasi-goreng-kampung-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/84e71786578945c9/160x128cq70/nasi-goreng-kampung-langkah-memasak-1-foto.jpg] | 2 Masak bumbu sampai harum kemudian masukkan nasi [Gambar: https://img-global.cpcdn.com/steps/80c8b32d4dc824e6/160x128cq70/nasi-goreng-kampung-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/d70ecd2e0c8b7842/160x128cq70/nasi-goreng-kampung-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/c1904a6a0069c452/160x128cq70/nasi-goreng-kampung-langkah-memasak-2-foto.jpg] | 3 Masukkan garam, penyedap rasa, kecap ikan, lada bubuk, aduk-aduk sampai tercampur rata [Gambar: https://img-global.cpcdn.com/steps/39afaab428366d57/160x128cq70/nasi-goreng-kampung-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/464ffd91b0cfa068/160x128cq70/nasi-goreng-kampung-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/29b7af76993ce66a/160x128cq70/nasi-goreng-kampung-langkah-memasak-3-foto.jpg] | 4 Biar lebih berselera tambahkan telur ceplok dan krupuk. [Gambar: https://img-global.cpcdn.com/steps/f5e36fd276c69f62/160x128cq70/nasi-goreng-kampung-langkah-memasak-4-foto.jpg]"
Kering Tempe Kentang Garing (Eat Clean Version),https://img-global.cpcdn.com/recipes/96950162f8a2a6c1/240x340cq50/kering-tempe-kentang-garing-eat-clean-version-foto-resep-utama.webp,"1 blok tempe (seharga 5 ribu); 1/2 kg kentang; 6 butir bawang merah; 4 buah bawang putih; 3 buah cabai keriting (jika suka pedas, bisa ditambah cabai rawit); 1/2 sdt garam; 1/2 sdm gula; 4 sdm kecap manis; 1 sdm margarin; Bumbu tempe; 2 buah bawang putih; 1 sdt garam; 200 ml air","1 Iris tempe berbentuk persegi tipis-tipis. | 2 Haluskan 2 buah bawang putih. Tambahkan 1 sdt garam dan 200 ml air. Campur rata. Diamkan selama 10 menit. | 3 Sembari menunggu, bersihkan kentang, kupas. Sisihkan kulitnya untuk membuat chips kulit kentang. (Resep akan diupload setelah resep ini.) | 4 Iris tipis kentang seukuran dengan tempe tadi. | 5 Goreng tempe dengan air fryer menggunakan suhu 170° selama 10 menit (jangan lupa ditambah waktu untuk memanaskan air fryer. Saya:3-5 menit. Sesuaikan air fryer masing-masing), balik, goreng kembali selama 10 menit. Sisihkan. | 6 Goreng kentang dengan air fryer menggunakan suhu 200° selama 15 menit, balik, goreng kembali selama 5 menit. Sisihkan. | 7 Selama menunggu tempe dan kentang matang, siapkan bumbu. Iris tipis bawang merah, bawang putih, dan cabai merah keriting. | 8 Panaskan margarin, tumis bawang merah, bawang putih, dan cabai hingga harum. | 9 Kecilkan api. Masukkan kecap, garam, dan gula. Aduk rata hingga gula larut. | 10 Masukkan tempe dan kentang, masak cepat hingga tercampur rata dengan api sedang cenderung besar. Angkat, sajikan. | 11 Tips: untuk mencegah kentang browning/berubah warna selama menunggu giliran goreng, rendam kentang di wadah berisi air."
Nasi Goreng Bakso,https://img-global.cpcdn.com/recipes/cc9d3105112ca201/240x340cq50/nasi-goreng-bakso-foto-resep-utama.webp,"1 siung Bawang putih, haluskan; 3 butir Bakso; 2 lembar Sawi putih; 1 sdm Margarin; 1 butir Telur ayam; 1/4 sdt Garam; 1/2 sdt Kaldu jamur; 1 sdm Kecap manis; 1 piring Nasi putih","1 Siapkan semua bahan. Potong2 bakso memanjang. Potong sawi putih 1/2 cm [Gambar: https://img-global.cpcdn.com/steps/25c54fde23e00f68/160x128cq70/nasi-goreng-bakso-langkah-memasak-1-foto.jpg] | 2 Panaskan margarin. Orak-arik telur [Gambar: https://img-global.cpcdn.com/steps/a2af5c23edfa2cc6/160x128cq70/nasi-goreng-bakso-langkah-memasak-2-foto.jpg] | 3 Masukkan bakso [Gambar: https://img-global.cpcdn.com/steps/890b5d41ad0815fe/160x128cq70/nasi-goreng-bakso-langkah-memasak-3-foto.jpg] | 4 Masukkan sawi putih [Gambar: https://img-global.cpcdn.com/steps/aa7916be2d2f3d21/160x128cq70/nasi-goreng-bakso-langkah-memasak-4-foto.jpg] | 5 Masukkan garam, kaldu jamur, kecap manis [Gambar: https://img-global.cpcdn.com/steps/959ad6f0d3b6f7b4/160x128cq70/nasi-goreng-bakso-langkah-memasak-5-foto.jpg] | 6 Terakhir masukkan nasi... Masak sampai bumbu rata [Gambar: https://img-global.cpcdn.com/steps/e11894b9abb62126/160x128cq70/nasi-goreng-bakso-langkah-memasak-6-foto.jpg]"
Snack Idea - Salad (Eat Clean Series),https://img-global.cpcdn.com/recipes/680904908c4487d0/240x340cq50/snack-idea-salad-eat-clean-series-foto-resep-utama.webp,1 kuntum daun lettuce; 1 buah bawang bombay; 1 buah tomat; 1 butir telur rebus; secukupnya italian salad dressing (fat free); secukupnya minyak zaitun; sedikit garam dan lada (optional),1 Campur semua bahan salad dalam mangkuk. Campurkan italian salad dressing dan sedikit olive oil | 2 Aduk aduk hingga tercampur rata. Jika sudah cukup rasa dari italian dressing tidak perlu di tambahkan garam dan lada.
Chicken steak (menu diet/clean eating),https://img-global.cpcdn.com/recipes/151161814a26a6b4/240x340cq50/chicken-steak-menu-dietclean-eating-foto-resep-utama.webp,200 gr ayam kampung fillet; Brokoli; Wortel; Slada; Kol merah; Mayonaise; Garam bila diperlukan; Lada (sesuai selera); Margarin,"1 Rebus ayam sebentar sampai setengah matang, tiriskan. Sampai tdk mengandung air, lalu masak dg teflon dan api kecil bs tambahkan margarin sedikit, beri sdkt sj garam dan lada. Jgn masak terlalu lama / gosong. | 2 Rebus/kukus brokoli dan wortel jgn terlalu lama. Bisa Tambahkan garam sejumput sedikit sja jika ingin ada rasa sedikit. Lebih sehat tdk menggunakan. | 3 Iris tipis kol dan slada untuk. Bikin salad nya. | 4 Tata semuanya dipiring saji, bisa tambahkan mayonaise dan siao dinikmati."
"Ayam Telor Kecap [Eat Clean, Untuk Diet]",https://img-global.cpcdn.com/recipes/f04422d2b6b171e1/240x340cq50/ayam-telor-kecap-eat-clean-untuk-diet-foto-resep-utama.webp,250 gr ayam dada fillet; 3 buah telor; 1 sdm minyak; 4 bawang putih; 1/2 bawang bombay; 2 sdm kecap manis; 1 sdm saos tiram; 1/2 sdm kecap asin; Garam; Merica bubuk; Gula; 100 ml Air; Bumbu ayam; 1/2 sdm garam; 1 sdm saos tiram; 1 sdm totole kaldu jamur,"1 Marinasi ayam dengan bumbu ayam diamkan selam 15 menit | 2 Panaskan teflon & tambahkan 1 sdm minyak sayur, [bisa ganti olive oil], Masak ayam yang sudah dimarinasi sampai berwarna kecoklatan sekitar 10 menit | 3 Sambil menunggu ayam, Larutkan 1 sdm saos tiram, 2 sdm kecap, 1/2 sdm kecap asin dengan 100ml air | 4 Masukkan saos yang sudah dilarutkan, tambahkan gula, garam, merica kemudian koreksi rasa | 5 Biarkan air sedikit susut & ayam sudah matang, kemudian masukkan telor yang sudah di ceplok lalu aduk rata | 6 Matikan api dan siap disajikan. Untuk penyedap bisa ditaburi bawang gorent"
Banana Oat Cake ((Clean Eating)),https://img-global.cpcdn.com/recipes/d0edc8bcd1f73f4b/240x340cq50/banana-oat-cake-clean-eating-foto-resep-utama.webp,4 buah pisang ambon matang; 8 sdm quaker oat yang merah; 3 butir telur; 1/2 sdt soda kue; 1/2 sdt vanili bubuk; Sejumput garam,"1 Siapkan bahannya. Lalu jus/blender semua bahan sampai smooties alias halus [Gambar: https://img-global.cpcdn.com/steps/d886e15f79d7161d/160x128cq70/banana-oat-cake-clean-eating-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/3f22b7ca467dd955/160x128cq70/banana-oat-cake-clean-eating-langkah-memasak-1-foto.jpg, https://img-global.cpcdn.com/steps/0a2f8c449dfe2b91/160x128cq70/banana-oat-cake-clean-eating-langkah-memasak-1-foto.jpg] | 2 Siapkan loyang brownies ukuran M, olesi margarin tipis lalu alasi baking paper dan olesi tipis margarin lagi. Tuang adonannya lalu panggang selama 50-60 menit dengan api sedang/sesuai oven kalian masing² yaa ☺️😉 [Gambar: https://img-global.cpcdn.com/steps/63c5d64c24b727a5/160x128cq70/banana-oat-cake-clean-eating-langkah-memasak-2-foto.jpg, https://img-global.cpcdn.com/steps/a71153001642267a/160x128cq70/banana-oat-cake-clean-eating-langkah-memasak-2-foto.jpg] | 3 Saat timer di menit ke 30/45, tes kematangan dengan ditusuk karna setiap oven beda² suhunya 😊☺️😉 angkat, dinginkan suhu ruang lalu potong dehhh [Gambar: https://img-global.cpcdn.com/steps/d8451452b4716dec/160x128cq70/banana-oat-cake-clean-eating-langkah-memasak-3-foto.jpg]"
Ayam kukus zuccini + butternut pumpkin 🎃 (eat clean),https://img-global.cpcdn.com/recipes/4f75af2324fd42cf/240x340cq50/ayam-kukus-zuccini-butternut-pumpkin-eat-clean-foto-resep-utama.webp,2 ons daging ayam cingcang; 1 buah zuccini; Secukupnya pumpkin; 1 siung bawang merah; secukupnya Garam,"1 Iris bawang merah masukan ke dlm ayam cingcang taburi garam aduk2 trs masukan ke dlm plastik bentuk memanjang seperti lontong | 2 Potong pumpkin cuci bersih | 3 Kukus ayam, pumpkin-+15 mnt | 4 Setelah matang tata dlm piring potong bulat2 zuccini,ayam,dan pumkin | 5 Sangat simple utk menu diet yg mau makan sehat😊"
Clean Eating Aini'Cooking #3,https://img-global.cpcdn.com/recipes/e6bf7ca16f6e4434/240x340cq50/clean-eating-ainicooking-3-foto-resep-utama.webp,1 brokoli kecil potong-potong; 2 butir telur; 1 lembar selada potong-potong; Secukupnya penyedap rasa; Secukupnya saus tiram; Bumbu halus; 3 Bawang merah; 2 Bawang putih; 1 butir kemiri; Secukupnya garam; 3 cabe rawit,"1 Rendam brokoli dengan air garam lalu cuci bersih. | 2 Haluskan bumbu halus. | 3 Tumis bumbu halus dengan sedikit minyak, jika sudah harum lalu ceplok telur dan orak arik. | 4 Tambahkan air secukupnya. | 5 Tambahkan brokoli jika sudah mendidih. | 6 Masukkan saus toram dan penyedap rasa secukupmya. | 7 Koreksi rasa. | 8 Jika sudah pas sajikan dipiring saji lalu tambahkan selada. [Gambar: https://img-global.cpcdn.com/steps/3780463c807e486e/160x128cq70/clean-eating-ainicooking-3-langkah-memasak-8-foto.jpg, https://img-global.cpcdn.com/steps/ca0d67058dacebd6/160x128cq70/clean-eating-ainicooking-3-langkah-memasak-8-foto.jpg]"
Clean Greeny Lunch (My version),https://img-global.cpcdn.com/recipes/2ba373fab6139677/240x340cq50/clean-greeny-lunch-my-version-foto-resep-utama.webp,100 gr buncis; 150 gr edamame; 100 gr nasi; Secukupnya garam; 1 sdm olive oil; Secukupnya black paper; 1 sdt mustard; 1 sdm vinegar; optional Sambal abc /,"1 Pertama, bersihkan edamame dan buncis, potong-potong buncis nya (biasanya kurleb 5-7cm atau sesuai selera) lalu rebus kedua nya (untuk buncis biasanya saya rebus 3-5menit saja ya tapi kembali lagi, sesuai selera kematangan masing2), sama dengan edamame biasanya hanya saya rebus 8-10menit dengan api kecil. | 2 Setelah dirasa matang kedua nya, Siapkan nasi, disini saya menggunakan Brown Rice ya, nah untuk cara masaknya biasanya saya lebih suka ala ala nasi tim, tp kembali ke selera masing-masing, | 3 Nah untuk bahan siraman nya, saya pakai : 1/2 - 1 sdt mustard, 1sdm olive oil, 1sdm vinegar, lada hitam secukupnya dan garam secukupnya, [Gambar: https://img-global.cpcdn.com/steps/5bcc0677334872b7/160x128cq70/clean-greeny-lunch-my-version-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/70839ea8bbe0e75c/160x128cq70/clean-greeny-lunch-my-version-langkah-memasak-3-foto.jpg, https://img-global.cpcdn.com/steps/bdfa161f34e423aa/160x128cq70/clean-greeny-lunch-my-version-langkah-memasak-3-foto.jpg] | 4 Tapi kali ini ada yg berbeda, kita skip lemon dan ganti dengan sambal ABC, hanya sekitar 1sdt, lalu mix semu nya hingga tercampur rata Dani angan lupa di testing dulu, setelah dirasa cukup, maka siap di siramkan diatas edamame dan buncis nya [Gambar: https://img-global.cpcdn.com/steps/bd55e45abdd9ef5f/160x128cq70/clean-greeny-lunch-my-version-langkah-memasak-4-foto.jpg] | 5 Before dan after di mix ya bund [Gambar: https://img-global.cpcdn.com/steps/93c6d4282a28905a/160x128cq70/clean-greeny-lunch-my-version-langkah-memasak-5-foto.jpg, https://img-global.cpcdn.com/steps/57b28b06ca10d16b/160x128cq70/clean-greeny-lunch-my-version-langkah-memasak-5-foto.jpg] | 6 Jangan lupa konsumsi buah juga setelahnya, biasanya saya lebih suka untuk buah sebagai makanan penutupnya, Semoga bisa menjadi referensi ya 🥰 [Gambar: https://img-global.cpcdn.com/steps/ca6849274d44cb4d/160x128cq70/clean-greeny-lunch-my-version-langkah-memasak-6-foto.jpg]"
